171714256687988737	I am going to leave for Japan a hour later! (@ Dubai International Airport, Terminal 3 Departures) [pic]: http://t.co/lDj6LvoM	2012-02-20 21:54:03	0	0101000020E6100000D19807B8B9AE4B40244265F48A3E3940	None	None	0	0	None	http://4sq.com/A0Ac9U	None	None	None	None	None	None	None	None	電機メーカーでMarketingしてます。\r\nご飯・音楽・お酒・お笑い・演劇が好き。\r\n\r\nキーワード\r\nアルティメット（w/フリスビー）・ラグビー・ダイエット・お笑い・演劇・劇団・お酒・ご飯・若乃花・二子玉川・音楽・東ブロ・ゼミ連・PC・テレビ・家電・ソニー・ラーメン・英語	121450377	東京都世田谷区	Takeshi Nakabayashi	Chankotter	i am going to leave for japan a hour later! (@ dubai international airport, terminal 3 departures) [pic]: http://t.co/ldj6lvom none none none takeshi nakabayashi none 電機メーカーでmarketingしてます。 ご飯・音楽・お酒・お笑い・演劇が好き。 キーワード アルティメット（w/フリスビー）・ラグビー・ダイエット・お笑い・演劇・劇団・お酒・ご飯・若乃花・二子玉川・音楽・東ブロ・ゼミ連・pc・テレビ・家電・ソニー・ラーメン・英語 chankotter	<a href="http://foursquare.com" rel="nofollow">foursquare</a>	I to going to leave for Japan a hour later Dubai International Airport Terminal 3 Departures pic http t co lDj6LvoM	I to going to leave for Japan a hour later Dubai International Airport Terminal 3 Departures pic http t co lDj6LvoM	None	None	None	Marketing doing at the electrical machinery and appliances manufacturer, it increases. Boiled rice music liquor favorite laughing play. Keyword aruteimetsuto (w Frisbee) Rugby diet laughing play theatrical company liquor boiled rice Wakanohana two child Tamagawa music east buro seminar connected PC television & home appliance SONY Chinese noodles English	The Tokyo Setagaya Ku	Takeshi Nakabayashi	Chankotter	English	German	2013-01-08	\N	\N	0	55.36504269	25.24430778
170768823576825857	ان الموقع لا يمنح الانسان الدرجة العلمية ...نفس الكلام بنسبة الي الزي الديني لا تمنح الدرجة العلمية...السؤال ماذا وراء ذلك الموقع او الذي؟؟؟	2012-02-18 07:17:14	0	0101000020E61000000EC97F3713074840EC62E47679483D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None		255391435		Raed Y.AlSharrah	BooQouBa	ان الموقع لا يمنح الانسان الدرجة العلمية ...نفس الكلام بنسبة الي الزي الديني لا تمنح الدرجة العلمية...السؤال ماذا وراء ذلك الموقع او الذي؟؟؟ none none none raed y.alsharrah none booqouba	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	That the signer the worldwide human the degree does not grant breath of the talk in a ratio of the religious attire follows the worldwide degree does not grant the question what behind that signer He Who???	That The signer  Grants The human The degree The universality Vented The talk In a ratio of Follows The attire The debts  Grants The degree The universality The question What Behind That The signer He Who???	None	None	None			Raed And AlSharrah	BooQouBa	Arabic	Farsi	2013-01-09	\N	\N	-0.133333333333	48.05527395	29.2831034
170768779616321536	مع أن الطريق إلى الله طويل إلا أنه مريح.. وليس الواجب أن تصل إلى آخره مع السابقين.. المهم أن تموت على هذا الطريق مع أصحاب اليمين.	2012-02-18 07:17:04	0	0101000020E61000005358EBBCF40A4840CE2C11C19B553D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None	None	257426268	None	الأطْلالْ	w_alfarhan	مع أن الطريق إلى الله طويل إلا أنه مريح.. وليس الواجب أن تصل إلى آخره مع السابقين.. المهم أن تموت على هذا الطريق مع أصحاب اليمين. none none none الأطْلالْ none none w_alfarhan	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	Though the road to Allah is tall to ends comfortable and not the duty "an the etc. arrives with previous their pain "an dies hereunto the road with friends is painful	With That The road To Allah Tall To Ends Comfortable Not The duty That Arrives To His other With Previous Their pain That Dies On This The road With Friends Painful	None	None	None	None	None	aal"aTlaal	w_alfarhan	Arabic	\N	2013-01-09	\N	\N	-0.0388888888889	48.08559381	29.33440787
171320057589268481	“@Sneiber1: @fahadmm \n‏​ما أجمــل عبارة [ دير بالك على نفسك ] عندما تكون من غالـي ♥”\n\n\nمن زمان مو سامعها \nودايم انا اقولها للي احبهم	2012-02-19 19:47:39	0	0101000020E6100000EA6079679FEB4740DE20F7001F503D40	None	@Sneiber1 @fahadmm	0	0	None	None	None	None	None	None	None	None	None	None	عضو مجلس إدارة في نقابة وزارة المالية board member - workers union of ministry of finance MYBBMPin:26E806C5	77452194	kuwait	ALRuwaiei عاشق وطن	fahadmm	“@sneiber1: @fahadmm ‏​ما أجمــل عبارة [ دير بالك على نفسك ] عندما تكون من غالـي ♥” من زمان مو سامعها  ودايم انا اقولها للي احبهم none @sneiber1 @fahadmm none alruwaiei عاشق وطن none عضو مجلس إدارة في نقابة وزارة المالية board member - workers union of ministry of finance mybbmpin:26e806c5 fahadmm	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	“ Sneiber1 fahadmm What beautiful your worn phrase of monastery on yourself when valuable formation of blessing ♥” From Time of hair saame"haa  wdaaym I her statements lly loved their	“ Sneiber1 fahadmm What Beautifies Phrase Monastery Your mind On Yourself When Was formed From Extremist ♥” From Time Hair saame"haa  wdaaym I Her statements lly Lovable their	None	Sneiber1 fahadmm	None	 Member Council Administration In Union Ministry The finance  board member - workers union of ministry of finance MYBBMPin 26E806C5	kuwait	ALRuwaiei Lover Homeland	fahadmm	Arabic	English,Farsi	2013-01-08	\N	\N	0.81	47.84080213	29.31297308
170768755201277952	وبعد نجاح اليوم المفتوح متبقي عدد بسيط من البديات ابيعها فقط بدينارين (يا بلاش) اللي تبي تشوفهم حياها الله من الحين وحتى الساعة ١ ظهرا اليوم	2012-02-18 07:16:58	0	0101000020E61000002A5E5DFC8A0A484018B2FCF1454C3D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None	Egyptian living in Kuwait and having my small business of women and girls daily essentials and clothes. 	137469442	Kuwait	Um Hassib	UmHassib	وبعد نجاح اليوم المفتوح متبقي عدد بسيط من البديات ابيعها فقط بدينارين (يا بلاش) اللي تبي تشوفهم حياها الله من الحين وحتى الساعة ١ ظهرا اليوم none none none um hassib none egyptian living in kuwait and having my small business of women and girls daily essentials and clothes. umhassib	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	After success today open remnant simple number from aalbdyaat sells her only in Dinars Or Balash Allyl repents me tshwfhm live her Allah from the time oasis of the hour ١ Appeared today	After Success Today Open Remnant Enumerated Simple From aalbdyaat Sells her Only In Dinars Or Balash Allyl Repents me tshwfhm Her district Allah From The time Oasis The hour ١ Appeared Today	None	None	None	Egyptian living in Kuwait and having my small business of women and girls daily essentials and clothes	Kuwait	Over Hassib	UmHassib	Arabic	Farsi,English	2013-01-09	\N	\N	0.0340909090909	48.08236651	29.29794228
169360405662150656	I want Pizza.	2012-02-14 10:00:41	0	0101000020E6100000262AA77F41323F40867B9F89340E3E40	None	None	0	0	None	None	None	None	None	None	None	None	None	None		284123781		ZS'	ZeinaOSeddik	i want pizza. none none none zs' none zeinaoseddik	<a href="http://blackberry.com/twitter" rel="nofollow">Twitter for BlackBerry®</a>	I want Pizza. 	\N	None 	None 	None 			ZS' 	ZeinaOSeddik 	English		2013-01-09	\N	\N	0	31.19631193	30.05548916
171714221644582913	@YouAE_Dxb يا جنود الله هبوا للجهاد طلبا     واجعلوا أرواحكم للفردوس سلما	2012-02-20 21:53:55	0	0101000020E6100000E147F3CF25B94B40C190F6BB87553940	None	@YouAE_Dxb	171698551921983488	442278112	YouAE_Dxb	None	None	None	None	None	None	None	None	None	None	369120512	None	BuRashid_15	BuRashid_15	@youae_dxb يا جنود الله هبوا للجهاد طلبا واجعلوا أرواحكم للفردوس سلما none @youae_dxb none burashid_15 none none burashid_15	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	YouAE_Dxb Or Soldiers of Allah started for the jihad student waaje"lwaa your souls for the paradise peace	YouAE_Dxb Or Soldiers Allah Started For the jihad Demanded waaje"lwaa Your souls For the paradise Make peace with	None	YouAE_Dxb	YouAE_Dxb	None	None	BuRashid_15	BuRashid_15	Arabic	Spanish,Farsi	2013-01-08	\N	\N	0	55.44646644	25.33410239
170768615811973120	اجمعي صافي عسلها والعطور..\n           للعزيز اللي له بقلبي مقام...\nسطري له بالغلا فوق السطور..\n        \n اخوكم/نافع العنزي	2012-02-18 07:16:25	0	0101000020E6100000BEDD921CB00B4840981E247633313D40	None	None	0	0	None	None	None	None	None	None	None	None	None	None	None	343982592	None	نافع العنزي	bo__nawaf	اجمعي صافي عسلها والعطور.. للعزيز اللي له بقلبي مقام... سطري له بالغلا فوق السطور.. اخوكم/نافع العنزي none none none نافع العنزي none none bo__nawaf	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	Accumulates me clear her honey and the perfumes for dear allyl turning have fun in my Official Lines have fun in the handcuff above the lines make brotherly you useful Al-Anzi	Accumulates me Safi Her honey The perfumes For dear Allyl Have fun In turning my Official Lines Have fun In the handcuff Above The lines Make brotherly you Useful Al-Anzi	None	None	None	None	None	Useful Al-Anzi	bo__nawaf	Arabic	Farsi	2013-01-09	\N	\N	0.08	48.091312	29.19219149
171714118552788993	الف مبروك صار عنّا تشيجيفارا جديدة ... #Jordan #amman #reformjo \nهذا الفالحين فيه و مع اكم من فتوة بكمل الوضع	2012-02-20 21:53:30	0	0101000020E6100000E12EF304DF8F4B4087DEE2E13D0A3940	#Jordan #amman #reformjo	None	0	0	None	None	None	None	None	None	None	None	None	None	Proud Jordanian Engineer .........................\r\n\r\nhttp://jo.linkedin.com/in/mohammadqatarneh \r\n	166935589	Amman - Jordan	Mohammad S. Qatarneh	Mr_Gatarneh	الف مبروك صار عنّا تشيجيفارا جديدة ... #jordan #amman #reformjo هذا الفالحين فيه و مع اكم من فتوة بكمل الوضع #jordan #amman #reformjo none none mohammad s. qatarneh none proud jordanian engineer ......................... http://jo.linkedin.com/in/mohammadqatarneh mr_gatarneh	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	Thousand mbrwk stridulous meant tshyjyfaaraa new Jordan Amman reformjo This aalfaalHyn in him And With aakm from youthfulness in Kamal the status	Thousand mbrwk Became Meant tshyjyfaaraa New Jordan Amman reformjo This aalfaalHyn In him And With aakm From Youthfulness In Kamal The status	Jordan Amman reformjo	None	None	Proud Jordanian Engineer http jo linkedin with in mohammadqatarneh	Amman - Jordan	Mohammad S Qatarneh	Mr_Gatarneh	Arabic	English,French,Farsi	2013-01-08	\N	\N	0.136363636364	55.12399351	25.04000675
170768501865320449	People change. And it's ironic because often, they become the person they said they will never be. #DearJohn	2012-02-18 07:15:58	0	0101000020E61000004D5E2A57F4FA47407FF78E1A13443D40	#DearJohn	None	0	0	None	None	None	None	None	None	None	None	None	None	Sophomore, Fourteen and Deeply In-love; Typical teenager, Insane & Altruistic :) And oh, YFC? is my second Family. :') * ➊ & ➏ is mine. :P *	65001297	Wherever the sun shines ☀	It's Chocography™	ohitschaaryse	people change. and it's ironic because often, they become the person they said they will never be. #dearjohn #dearjohn none none it's chocography™ none sophomore, fourteen and deeply in-love; typical teenager, insane & altruistic :) and oh, yfc? is my second family. :') * ➊ & ➏ is mine. :p * ohitschaaryse	<a href="http://twitter.com/#!/download/iphone" rel="nofollow">Twitter for iPhone</a>	People change And it"s ironic because often they become the person they said they will never be DearJohn	People change And it"s ironic because often they become the person they said they will never be DearJohn	DearJohn	None	None	Sophomore Fourteen and Deeply In-love Typical teenager Insane Altruistic And oh YFC is my second Family " * ➊ ➏ is mine P *	Wherever the sun shines ☀	It"s Chocography™	ohitschaaryse	English	\N	2013-01-09	\N	\N	0.2	47.96058168	29.2659165
